Namespace(arch='vgg_small_1w1a', workers=4, epochs=1000, warm_up_epochs=16, start_epoch=0, batch_size=256, lr=0.1, momentum=0.9, weight_decay=0.0001, num_classes=10, seed=2023, dynamic_range=[0.8, 0.0], resume='', evaluate=False, save_dir='saveModel-004', print_freq=200, save_every=200)
Epoch	train_loss	val_loss	train_acc	val_acc	
417	0.061	0.388	97.949	88.932
418	0.058	0.469	98.071	88.091
419	0.057	0.419	98.093	88.612
420	0.057	0.395	98.097	87.931
421	0.059	0.401	98.017	88.982
422	0.056	0.382	98.127	89.032
423	0.058	0.395	98.051	89.032
424	0.057	0.431	98.059	87.831
425	0.057	0.422	98.105	88.071
426	0.058	0.408	98.053	87.500
427	0.051	0.436	98.255	88.151
428	0.057	0.396	98.045	89.263
429	0.059	0.399	98.067	89.383
430	0.055	0.364	98.119	89.253
431	0.056	0.389	98.061	89.103
432	0.052	0.386	98.287	89.423
433	0.053	0.362	98.233	89.223
434	0.053	0.387	98.221	89.904
435	0.058	0.430	98.079	87.991
436	0.049	0.364	98.399	90.254
437	0.051	0.404	98.319	89.263
438	0.053	0.430	98.265	89.123
439	0.054	0.388	98.177	88.852
440	0.051	0.628	98.353	82.602
441	0.053	0.367	98.237	89.153
442	0.054	0.354	98.219	89.894
443	0.053	0.430	98.203	87.590
444	0.051	0.372	98.345	89.784
445	0.049	0.383	98.427	89.353
446	0.051	0.442	98.257	87.520
447	0.051	0.389	98.289	89.493
448	0.054	0.400	98.207	89.383
449	0.050	0.407	98.285	89.223
450	0.053	0.453	98.163	88.181
451	0.049	0.410	98.444	88.912
452	0.049	0.395	98.454	88.431
453	0.049	0.379	98.349	89.042
454	0.054	0.468	98.201	88.482
455	0.050	0.456	98.335	88.141
456	0.052	0.458	98.251	87.420
457	0.052	0.448	98.377	87.710
458	0.049	0.417	98.411	88.902
459	0.053	0.532	98.265	86.969
460	0.052	0.405	98.277	89.032
461	0.048	0.377	98.438	89.042
462	0.047	0.368	98.401	89.012
463	0.048	0.442	98.480	88.552
464	0.048	0.411	98.462	89.233
465	0.049	0.400	98.357	88.522
466	0.048	0.401	98.407	89.093
467	0.045	0.417	98.576	89.613
468	0.049	0.378	98.389	88.802
469	0.048	0.401	98.403	88.952
470	0.048	0.433	98.438	89.323
471	0.047	0.415	98.462	89.193
472	0.049	0.429	98.345	88.582
473	0.051	0.469	98.321	88.992
474	0.048	0.380	98.440	89.683
475	0.049	0.449	98.419	88.221
476	0.049	0.488	98.355	87.059
477	0.047	0.395	98.429	89.724
478	0.047	0.405	98.440	88.742
479	0.046	0.387	98.478	88.982
480	0.048	0.468	98.425	88.351
481	0.048	0.438	98.492	87.931
482	0.046	0.496	98.494	86.749
483	0.050	0.502	98.323	87.800
484	0.046	0.448	98.482	89.293
485	0.047	0.417	98.446	88.942
486	0.048	0.468	98.452	88.121
487	0.053	0.418	98.281	89.083
488	0.049	0.407	98.399	89.393
489	0.046	0.423	98.534	88.131
490	0.047	0.425	98.488	89.313
491	0.047	0.450	98.413	88.041
492	0.043	0.370	98.620	89.914
493	0.044	0.558	98.596	86.318
494	0.047	0.409	98.456	89.133
495	0.044	0.363	98.586	89.383
496	0.046	0.401	98.446	88.612
497	0.044	0.413	98.590	88.582
498	0.046	0.424	98.480	88.902
499	0.050	0.476	98.349	89.153
500	0.047	0.406	98.419	88.922
501	0.044	0.361	98.484	89.413
502	0.043	0.381	98.664	89.523
503	0.044	0.386	98.530	89.623
504	0.044	0.399	98.574	89.103
505	0.044	0.439	98.614	88.522
506	0.047	0.409	98.470	88.722
507	0.046	0.423	98.546	88.261
508	0.042	0.392	98.702	90.004
509	0.046	0.407	98.464	89.623
510	0.043	0.440	98.584	88.401
511	0.042	0.486	98.670	86.979
512	0.044	0.410	98.588	88.882
513	0.040	0.428	98.692	89.333
514	0.043	0.450	98.622	88.932
515	0.047	0.555	98.470	86.388
516	0.043	0.405	98.572	88.602
517	0.045	0.407	98.554	89.403
518	0.041	0.445	98.686	88.031
519	0.042	0.547	98.606	85.667
520	0.047	0.435	98.508	88.762
521	0.040	0.429	98.708	88.812
522	0.040	0.406	98.742	89.093
523	0.041	0.427	98.692	88.732
524	0.040	0.427	98.740	88.131
525	0.040	0.378	98.726	89.834
526	0.042	0.379	98.662	89.784
527	0.040	0.415	98.678	88.952
528	0.039	0.428	98.808	88.952
529	0.041	0.416	98.714	89.433
530	0.043	0.386	98.646	89.974
531	0.039	0.396	98.760	90.054
532	0.045	0.385	98.538	89.543
533	0.040	0.452	98.670	88.572
534	0.043	0.468	98.596	88.912
535	0.041	0.452	98.676	89.393
536	0.039	0.387	98.778	90.164
537	0.040	0.391	98.726	89.193
538	0.039	0.452	98.776	88.532
539	0.043	0.387	98.624	90.064
540	0.039	0.443	98.758	89.433
541	0.038	0.416	98.786	88.742
542	0.040	0.386	98.684	89.864
543	0.039	0.362	98.752	89.944
544	0.038	0.431	98.812	88.442
545	0.037	0.399	98.812	89.794
