Namespace(arch='resnet20_1w1a', workers=4, epochs=1000, warm_up_epochs=16, start_epoch=0, batch_size=256, lr=0.1, momentum=0.9, weight_decay=0.0001, num_classes=10, seed=0, dynamic_range=[0.8, 0.0], resume='', evaluate=False, Use_tSNE=True, save_dir='saveModel-006', print_freq=200, save_every=200)
Epoch	train_loss	val_loss	train_acc	val_acc	
631	0.316	0.525	88.972	83.333
632	0.319	0.455	88.838	84.675
633	0.317	0.498	88.854	83.353
634	0.310	0.492	89.006	83.724
635	0.314	0.555	88.900	82.282
636	0.314	0.496	88.966	83.604
637	0.314	0.509	88.896	83.564
638	0.314	0.472	89.022	84.816
639	0.313	0.747	89.067	77.564
640	0.317	0.480	88.886	84.405
641	0.308	0.539	89.175	82.352
642	0.316	0.562	88.958	81.601
643	0.310	0.518	89.137	83.133
644	0.312	0.656	89.024	79.056
645	0.311	0.480	89.038	84.205
646	0.307	0.464	89.315	85.076
647	0.307	0.480	89.119	84.395
648	0.314	0.432	88.890	85.597
649	0.309	0.466	89.040	84.836
650	0.309	0.459	89.127	84.726
651	0.307	0.497	89.117	84.085
652	0.311	0.493	88.908	84.145
653	0.311	0.522	88.948	83.614
654	0.310	0.532	89.149	82.352
655	0.309	0.508	89.097	83.273
656	0.308	0.529	89.081	83.303
657	0.312	0.493	88.906	84.085
658	0.309	0.647	89.211	80.018
659	0.305	0.448	89.257	85.306
660	0.308	0.463	89.329	84.826
661	0.303	0.560	89.387	82.071
662	0.307	0.499	89.229	83.934
663	0.306	0.548	89.175	82.853
664	0.304	0.482	89.259	84.024
665	0.304	0.479	89.277	84.766
666	0.302	0.472	89.327	85.036
667	0.304	0.495	89.343	83.884
668	0.304	0.526	89.357	82.562
669	0.302	0.526	89.301	82.702
670	0.307	0.476	89.249	83.954
671	0.301	0.442	89.321	85.527
672	0.303	0.464	89.231	84.816
673	0.304	0.466	89.199	84.615
674	0.309	0.474	89.143	84.635
675	0.302	0.451	89.345	85.156
676	0.306	0.444	89.161	85.306
677	0.299	0.453	89.447	84.786
678	0.300	0.471	89.451	84.675
679	0.301	0.487	89.303	83.974
680	0.296	0.517	89.483	83.043
681	0.304	0.449	89.227	85.066
682	0.294	0.497	89.435	83.764
683	0.302	0.438	89.261	85.397
